rank,country,price_to_income_ratio,gross_rental_yield_city_centre,gross_rental_yield_outside_of_centre,price_to_rent_ratio_city_centre,price_to_rent_ratio_outside_of_city_centre,mortgage_as_percentage_of_income,affordability_index,Year
79,Germany,9.1,3.2,3.5,30.9,28.3,54.7,1.8,2021
80,Estonia,9.1,3.9,4.0,25.5,24.8,57.9,1.7,2021
81,Iraq,9.0,5.7,7.5,17.4,13.4,97.6,1.0,2021
82,Bulgaria,9.0,5.0,5.6,20.0,17.8,64.2,1.6,2021
83,Bolivia,8.8,6.7,7.0,15.0,14.3,92.5,1.1,2021
84,Finland,8.6,3.0,4.1,32.8,24.6,49.5,2.0,2021
85,Sweden,8.6,3.2,3.6,31.3,27.5,55.6,1.8,2021
86,Norway,8.5,3.6,4.0,28.0,24.8,55.6,1.8,2021
87,Latvia,8.5,4.9,5.2,20.5,19.3,54.6,1.8,2021
88,Bahrain,8.5,7.2,7.4,13.9,13.5,77.0,1.3,2021
89,Switzerland,8.4,2.9,3.3,34.5,30.2,48.7,2.1,2021
90,Turkey,8.2,5.2,5.9,19.2,16.9,134.2,0.7,2021
91,New Zealand,8.1,4.6,4.8,21.8,20.9,60.4,1.7,2021
92,Jordan,8.0,5.3,6.3,18.8,15.8,80.2,1.2,2021
93,Trinidad And Tobago,7.8,8.1,6.2,12.3,16.1,68.8,1.5,2021
94,Canada,7.5,4.7,5.6,21.3,17.7,52.2,1.9,2021
95,Ireland,7.4,6.1,6.9,16.4,14.5,51.8,1.9,2021
96,Australia,7.4,4.3,4.3,23.3,23.2,52.9,1.9,2021
97,Netherlands,7.4,5.4,5.6,18.5,17.9,45.4,2.2,2021
98,Cyprus,7.1,6.8,7.0,14.7,14.2,46.7,2.1,2021
99,Belgium,6.9,4.7,5.0,21.3,20.1,41.1,2.4,2021
100,Denmark,6.7,4.3,4.5,23.4,22.1,39.2,2.5,2021
101,Iceland,6.3,6.6,7.2,15.2,13.9,53.6,1.9,2021
102,Qatar,6.0,7.5,7.3,13.4,13.8,46.2,2.2,2021
103,Oman,5.8,5.4,4.8,18.5,20.7,44.3,2.3,2021
104,United Arab Emirates,4.9,9.2,9.2,10.9,10.8,36.5,2.7,2021
105,Palestine,4.7,7.7,8.2,13.1,12.2,46.3,2.2,2021
106,United States,4.0,8.0,10.6,12.6,9.4,29.4,3.4,2021
107,South Africa,4.0,8.3,10.7,12.0,9.4,46.1,2.2,2021
108,Puerto Rico,3.6,8.7,8.5,11.5,11.8,27.9,3.6,2021
109,Saudi Arabia,2.6,8.1,8.1,12.4,12.3,18.9,5.3,2021
1,Ghana,87.7,13.0,0.4,7.7,278.1,2349.5,0.0,2022
2,Syria,70.6,2.9,3.3,34.5,29.9,877.8,0.1,2022
3,Hong Kong,46.9,1.6,1.5,63.4,67.7,293.9,0.3,2022
4,Sri Lanka,46.0,2.2,2.2,45.8,45.6,649.6,0.2,2022
5,Jamaica,34.0,2.6,1.7,38.1,58.0,341.4,0.3,2022
6,Iran,33.0,4.6,5.5,21.8,18.1,687.7,0.1,2022
7,Cambodia,32.5,4.9,5.7,20.6,17.5,388.4,0.3,2022
8,Philippines,29.6,3.1,3.0,32.4,33.1,289.0,0.3,2022
9,South Korea,29.4,0.8,1.0,124.4,98.8,200.6,0.5,2022
10,China,29.0,1.5,1.7,66.4,60.4,233.2,0.4,2022
11,Argentina,26.0,2.2,2.1,45.6,46.9,1061.2,0.1,2022
12,Kenya,24.2,1.9,4.8,52.9,20.8,349.3,0.3,2022
13,Nepal,22.9,1.9,2.7,52.0,36.6,288.1,0.3,2022
14,Indonesia,21.9,4.2,4.7,24.1,21.4,251.7,0.4,2022
15,Taiwan,21.8,1.6,1.7,64.4,59.5,130.1,0.8,2022
16,Thailand,21.7,3.2,3.6,31.2,27.9,176.2,0.6,2022
17,Vietnam,20.5,3.9,4.5,25.5,22.3,229.0,0.4,2022
18,Uruguay,20.1,3.2,3.8,31.3,26.6,202.7,0.5,2022
19,Peru,19.5,4.5,4.6,22.3,21.5,227.8,0.4,2022
20,Algeria,18.2,3.1,3.4,32.6,29.3,165.1,0.6,2022
21,Singapore,17.5,2.6,3.2,39.1,31.6,105.9,0.9,2022
22,Armenia,17.5,4.8,5.2,20.8,19.1,219.8,0.5,2022
23,Paraguay,17.3,5.1,5.6,19.4,17.9,236.7,0.4,2022
24,Chile,17.2,3.9,4.3,25.6,23.4,138.2,0.7,2022
25,Colombia,16.9,5.0,4.4,20.0,22.9,212.2,0.5,2022
26,Uzbekistan,16.9,6.0,8.1,16.7,12.3,335.7,0.3,2022
27,Azerbaijan,16.8,4.3,4.6,23.5,21.6,187.1,0.5,2022
28,Belarus,16.7,4.5,4.3,22.3,23.1,295.0,0.3,2022
29,Serbia,16.5,3.0,3.2,33.3,31.4,119.5,0.8,2022
30,Brazil,16.3,4.2,4.2,24.0,23.6,177.8,0.6,2022
31,Nigeria,16.1,34.4,31.9,2.9,3.1,326.0,0.3,2022
32,El Salvador,15.8,6.9,6.2,14.5,16.2,176.4,0.6,2022
33,Montenegro,15.3,4.4,4.7,22.8,21.1,130.9,0.8,2022
34,Russia,14.8,4.9,4.5,20.3,22.1,168.0,0.6,2022
35,Venezuela,14.4,8.5,8.2,11.7,12.2,339.3,0.3,2022
36,Pakistan,14.3,3.8,4.4,26.2,22.7,199.4,0.5,2022
37,Dominican Republic,14.3,6.3,6.0,15.8,16.8,195.7,0.5,2022
38,Afghanistan,14.1,3.0,3.9,32.9,25.5,185.5,0.5,2022
39,Albania,14.1,4.0,5.2,24.7,19.2,110.5,0.9,2022
40,Guatemala,14.0,7.0,7.5,14.4,13.4,139.8,0.7,2022
41,Mongolia,14.0,6.7,6.9,14.9,14.4,149.8,0.7,2022
42,Croatia,13.9,3.2,3.3,31.1,30.0,99.0,1.0,2022
43,Czech Republic,13.6,3.0,3.2,33.6,31.6,86.1,1.2,2022
44,Luxembourg,13.6,3.0,3.3,33.2,29.9,80.4,1.2,2022
45,Bangladesh,13.5,3.1,3.2,32.6,31.3,149.5,0.7,2022
46,Israel,13.5,2.7,2.8,37.2,35.1,94.6,1.1,2022
47,Malta,13.1,5.0,5.6,19.9,17.9,96.0,1.0,2022
48,Morocco,12.6,4.7,5.0,21.4,20.1,101.7,1.0,2022
49,North Macedonia,12.5,3.7,3.5,27.1,28.3,100.4,1.0,2022
50,Ecuador,12.5,5.8,5.6,17.1,17.7,152.3,0.7,2022
51,Kuwait,12.3,3.4,5.0,29.2,19.8,103.5,1.0,2022
52,Portugal,12.2,4.9,5.9,20.5,16.9,75.4,1.3,2022
53,Lebanon,12.2,5.9,6.1,16.9,16.4,116.0,0.9,2022
54,Egypt,12.0,5.9,6.5,16.9,15.3,165.2,0.6,2022
55,Georgia,12.0,5.8,6.6,17.2,15.1,155.1,0.6,2022
56,Tunisia,11.7,4.8,4.8,20.8,20.8,131.5,0.8,2022
57,Slovenia,11.5,3.5,3.7,28.5,26.9,73.9,1.4,2022
58,Poland,11.2,3.9,4.3,25.5,23.3,80.5,1.2,2022
59,Panama,11.2,8.1,7.6,12.4,13.2,93.4,1.1,2022
60,Slovakia,11.2,4.3,4.5,23.4,22.2,63.8,1.6,2022
61,Japan,11.0,2.3,2.7,42.8,36.6,63.2,1.6,2022
62,Lithuania,11.0,3.7,4.0,27.1,24.9,68.7,1.5,2022
63,Ukraine,10.9,6.1,6.6,16.4,15.2,193.7,0.5,2022
64,Kosovo (Disputed Territory),10.9,4.6,5.1,21.7,19.8,83.1,1.2,2022
65,Hungary,10.9,3.8,4.1,26.2,24.2,85.8,1.2,2022
66,Bosnia And Herzegovina,10.8,3.3,3.2,30.0,30.9,76.4,1.3,2022
67,Austria,10.7,3.2,3.4,31.7,29.7,65.0,1.5,2022
68,Costa Rica,10.6,5.7,5.5,17.7,18.0,117.7,0.8,2022
69,Kazakhstan,10.5,7.2,7.0,13.9,14.4,156.0,0.6,2022
70,Romania,10.4,4.4,4.4,22.9,22.5,87.2,1.1,2022
71,Moldova,10.3,6.3,6.9,15.8,14.6,108.5,0.9,2022
72,Turkey,10.3,5.7,5.2,17.7,19.1,187.0,0.5,2022
73,India,10.2,3.1,3.7,32.3,26.9,106.3,0.9,2022
74,Greece,10.1,4.5,4.5,22.1,22.2,75.8,1.3,2022
75,Bolivia,10.0,6.3,6.1,15.9,16.4,103.1,1.0,2022
76,France,9.9,2.8,3.1,35.8,32.0,57.4,1.7,2022
77,Malaysia,9.8,3.7,4.0,27.1,24.9,72.0,1.4,2022
78,Mauritius,9.7,7.2,5.8,13.9,17.3,90.6,1.1,2022
79,Honduras,9.6,7.2,5.3,13.8,19.0,121.1,0.8,2022
80,Estonia,9.3,3.8,4.2,26.4,24.0,58.9,1.7,2022
81,Iraq,9.1,5.7,7.4,17.6,13.5,103.0,1.0,2022
82,Germany,8.9,3.0,3.3,32.9,30.2,53.1,1.9,2022
83,United Kingdom,8.9,3.9,4.3,25.9,23.4,59.6,1.7,2022
84,Spain,8.8,4.4,5.1,22.7,19.6,54.7,1.8,2022
85,Mexico,8.7,7.7,7.2,13.0,13.8,108.0,0.9,2022
86,Italy,8.6,4.1,4.9,24.5,20.2,51.4,1.9,2022
87,Trinidad And Tobago,8.5,7.1,6.2,14.2,16.1,72.1,1.4,2022
88,Switzerland,8.3,2.9,3.2,34.2,31.1,47.5,2.1,2022
89,Latvia,8.1,4.2,5.3,24.0,18.8,52.1,1.9,2022
90,Norway,8.0,3.6,4.1,27.7,24.2,52.0,1.9,2022
91,Jordan,8.0,6.0,6.2,16.5,16.0,77.8,1.3,2022
92,New Zealand,8.0,4.6,5.0,21.9,19.9,57.3,1.7,2022
93,Finland,7.9,3.2,4.2,30.9,23.7,45.4,2.2,2022
94,Sweden,7.8,3.2,3.8,31.0,26.4,49.6,2.0,2022
95,Bulgaria,7.7,5.1,5.7,19.8,17.6,53.0,1.9,2022
96,Canada,7.5,4.7,5.4,21.2,18.4,51.0,2.0,2022
97,Australia,7.2,4.1,4.7,24.4,21.3,50.0,2.0,2022
98,Netherlands,7.2,5.2,5.3,19.2,18.9,43.4,2.3,2022
99,Belgium,7.1,4.6,4.8,21.7,20.9,41.7,2.4,2022
100,Denmark,6.8,4.0,4.3,25.1,23.3,39.5,2.5,2022
101,Bahrain,6.6,8.5,8.5,11.8,11.7,59.1,1.7,2022
102,Ireland,6.5,6.4,7.5,15.7,13.4,44.8,2.2,2022
103,Cyprus,6.4,7.0,8.0,14.3,12.5,40.7,2.5,2022
104,Iceland,6.4,6.2,6.8,16.3,14.8,49.9,2.0,2022
105,Qatar,6.2,8.0,6.8,12.6,14.7,45.9,2.2,2022
106,Palestine,4.9,7.7,8.2,13.0,12.3,46.2,2.2,2022
107,Oman,4.6,6.8,6.1,14.7,16.4,35.6,2.8,2022
108,United Arab Emirates,4.4,12.1,10.5,8.3,9.5,32.4,3.1,2022
109,Puerto Rico,4.0,7.2,7.2,13.8,14.0,31.2,3.2,2022
110,United States,4.0,8.0,10.8,12.5,9.3,28.5,3.5,2022
111,South Africa,3.1,10.9,11.8,9.2,8.5,34.1,2.9,2022
112,Saudi Arabia,2.8,7.3,7.1,13.8,14.1,20.5,4.9,2022
1,Syria,86.7,3.1,3.7,32.2,27.3,1089.3,0.1,2023
2,Ghana,78.6,17.0,0.4,5.9,255.1,1937.5,0.1,2023
3,Hong Kong (China),44.9,1.7,1.7,58.6,58.8,286.8,0.3,2023
4,Sri Lanka,40.8,3.3,2.1,30.4,46.7,663.5,0.2,2023
5,China,34.6,1.6,1.6,60.9,63.4,275.1,0.4,2023
6,Nepal,32.8,1.7,2.5,59.2,40.7,444.5,0.2,2023
7,Cambodia,32.5,4.8,5.1,20.9,19.6,398.7,0.3,2023
8,Philippines,30.1,3.5,3.7,28.8,26.9,287.7,0.3,2023
9,Nigeria,28.2,29.4,15.7,3.4,6.4,507.8,0.2,2023
10,Ethiopia,26.4,10.9,6.8,9.1,14.8,445.7,0.2,2023
11,South Korea,26.0,0.9,1.0,115.1,98.6,182.2,0.5,2023
12,Iran,24.4,5.9,6.3,16.9,16.0,508.0,0.2,2023
13,Thailand,24.0,3.2,3.1,31.5,32.5,195.2,0.5,2023
14,Vietnam,23.5,3.3,3.8,30.1,26.6,271.0,0.4,2023
15,Argentina,22.7,2.4,2.3,41.1,43.8,1058.3,0.1,2023
16,Taiwan (China),20.1,1.5,1.7,64.9,57.6,119.4,0.8,2023
17,Peru,19.0,4.8,4.5,20.6,22.2,203.8,0.5,2023
18,Venezuela,18.9,7.9,6.2,12.6,16.2,471.6,0.2,2023
19,Indonesia,18.5,4.1,4.8,24.2,20.8,207.9,0.5,2023
20,Brazil,18.3,3.9,4.1,25.6,24.3,206.3,0.5,2023
21,Lebanon,18.3,5.6,6.5,17.9,15.5,197.7,0.5,2023
22,Mongolia,17.6,5.0,5.7,20.0,17.6,180.8,0.6,2023
23,Colombia,17.5,4.8,4.8,21.0,21.0,222.1,0.5,2023
24,Armenia,17.2,8.5,11.8,11.8,8.4,232.8,0.4,2023
25,Russia,16.3,3.9,3.8,25.3,26.6,194.6,0.5,2023
26,Kenya,16.0,3.5,4.6,28.5,21.7,216.9,0.5,2023
27,Algeria,16.0,3.4,3.7,29.6,27.1,143.2,0.7,2023
28,Serbia,15.9,3.9,4.0,25.8,25.1,115.8,0.9,2023
29,Dominican Republic,15.8,7.9,5.5,12.7,18.2,210.0,0.5,2023
30,Albania,15.7,4.3,5.2,23.1,19.1,122.3,0.8,2023
31,Chile,15.6,4.5,4.4,22.3,22.7,130.4,0.8,2023
32,Singapore,15.5,3.3,4.7,30.4,21.3,100.7,1.0,2023
33,Czech Republic,14.9,3.0,3.0,33.7,32.9,118.5,0.8,2023
34,Hungary,14.6,3.2,3.4,31.3,29.4,134.6,0.7,2023
35,Azerbaijan,14.5,4.7,5.2,21.1,19.1,158.8,0.6,2023
36,Kyrgyzstan,14.3,8.8,6.7,11.4,15.0,249.9,0.4,2023
37,Morocco,14.2,4.6,5.0,21.7,19.8,111.2,0.9,2023
38,Kosovo (Disputed Territory),14.1,4.1,5.6,24.2,18.0,110.2,0.9,2023
39,Uzbekistan,14.1,8.2,10.7,12.2,9.4,291.1,0.3,2023
40,Israel,14.1,2.8,2.9,35.1,34.5,98.5,1.0,2023
41,Pakistan,13.9,4.7,5.3,21.4,18.9,201.1,0.5,2023
42,Belarus,13.8,4.8,4.9,20.9,20.4,272.9,0.4,2023
43,Uruguay,13.7,4.1,4.8,24.4,20.7,156.9,0.6,2023
44,Georgia,13.3,10.0,12.1,10.0,8.3,177.4,0.6,2023
45,Poland,13.3,3.7,4.4,27.2,23.0,122.6,0.8,2023
46,North Macedonia,13.3,3.5,3.4,28.8,29.5,103.0,1.0,2023
47,Slovakia,13.2,3.8,3.9,26.0,25.8,77.3,1.3,2023
48,Croatia,13.2,3.2,3.2,31.7,31.2,91.3,1.1,2023
49,Montenegro,13.1,5.3,5.1,18.8,19.6,104.6,1.0,2023
50,Lithuania,12.7,4.0,4.0,25.3,25.2,80.6,1.2,2023
51,Turkey,12.6,5.6,6.1,17.8,16.5,267.7,0.4,2023
52,Portugal,12.6,5.4,6.0,18.4,16.7,78.0,1.3,2023
53,Bangladesh,12.6,3.2,3.6,31.3,28.0,139.4,0.7,2023
54,Ukraine,12.2,5.8,5.9,17.3,17.1,194.1,0.5,2023
55,Moldova,12.1,5.3,6.1,18.7,16.3,139.6,0.7,2023
56,Slovenia,12.1,3.6,3.7,28.1,26.7,77.3,1.3,2023
57,Malta,12.1,5.3,5.6,18.8,18.0,88.7,1.1,2023
58,Egypt,12.0,6.8,7.0,14.7,14.3,162.0,0.6,2023
59,Guatemala,11.9,7.9,8.2,12.6,12.3,121.4,0.8,2023
60,Tunisia,11.9,4.9,4.9,20.5,20.3,144.8,0.7,2023
61,Estonia,11.8,3.4,3.7,29.1,26.9,73.8,1.4,2023
62,France,11.8,2.8,2.9,36.2,34.0,68.6,1.5,2023
63,Greece,11.5,4.3,4.5,23.1,22.5,85.7,1.2,2023
64,Kuwait,11.5,3.1,4.7,32.5,21.2,90.7,1.1,2023
65,Luxembourg,11.5,3.0,3.3,33.5,30.6,69.0,1.4,2023
66,Bosnia And Herzegovina,11.4,2.9,2.9,34.7,34.5,79.5,1.3,2023
67,Ecuador,11.1,6.4,5.4,15.7,18.7,126.5,0.8,2023
68,Romania,10.9,4.0,4.1,24.9,24.4,95.4,1.0,2023
69,Germany,10.7,2.8,2.9,35.9,34.6,65.9,1.5,2023
70,Bolivia,10.5,5.7,5.9,17.5,16.9,99.7,1.0,2023
71,Austria,10.3,2.9,3.3,34.0,30.4,62.1,1.6,2023
72,Japan,10.3,2.5,2.8,40.7,35.7,59.1,1.7,2023
73,Panama,10.2,9.1,8.1,11.0,12.3,86.9,1.2,2023
74,Sweden,9.9,2.8,3.4,36.0,29.1,61.7,1.6,2023
75,Kazakhstan,9.7,8.8,8.4,11.4,12.0,148.3,0.7,2023
76,Switzerland,9.7,2.8,3.2,35.9,31.2,56.1,1.8,2023
77,Italy,9.7,3.9,4.9,25.5,20.2,57.5,1.7,2023
78,Costa Rica,9.5,6.5,6.6,15.3,15.3,106.6,0.9,2023
79,Canada,9.4,3.7,4.3,27.0,23.0,77.6,1.3,2023
80,India,9.2,3.2,4.2,31.6,23.9,94.9,1.1,2023
81,Bulgaria,9.2,4.5,5.0,22.4,20.0,62.9,1.6,2023
82,New Zealand,9.0,4.0,4.3,25.1,23.3,67.6,1.5,2023
83,Honduras,8.9,7.4,5.8,13.4,17.3,117.7,0.8,2023
84,Mexico,8.4,7.8,7.4,12.7,13.5,104.6,1.0,2023
85,United Kingdom,8.3,4.4,4.6,22.5,21.8,56.4,1.8,2023
86,Norway,8.1,3.6,4.0,27.9,24.9,53.3,1.9,2023
87,Iraq,8.1,6.5,7.9,15.4,12.7,89.7,1.1,2023
88,Latvia,8.1,4.3,5.0,23.1,20.1,51.3,1.9,2023
89,Malaysia,8.1,4.4,5.0,22.9,20.1,58.1,1.7,2023
90,Finland,7.8,3.3,4.4,30.0,22.7,44.9,2.2,2023
91,Spain,7.8,4.8,6.2,20.7,16.2,48.5,2.1,2023
92,Australia,7.5,4.6,4.8,21.8,20.9,54.7,1.8,2023
93,Jordan,7.4,5.8,6.7,17.2,14.8,72.5,1.4,2023
94,Ireland,7.3,6.8,8.1,14.7,12.3,50.2,2.0,2023
95,Netherlands,7.2,4.7,5.1,21.3,19.5,45.1,2.2,2023
96,Iceland,7.0,5.4,6.0,18.6,16.5,57.1,1.8,2023
97,Cyprus,6.8,9.4,10.2,10.7,9.8,44.2,2.3,2023
98,Denmark,6.6,4.4,4.6,22.7,21.9,38.8,2.6,2023
99,Belgium,6.5,4.7,4.8,21.1,20.7,39.0,2.6,2023
100,Palestine,5.6,7.6,8.1,13.2,12.3,50.6,2.0,2023
101,Qatar,5.3,7.7,7.8,13.0,12.9,38.4,2.6,2023
102,Puerto Rico,4.5,10.9,9.4,9.2,10.6,34.8,2.9,2023
103,United States,4.5,8.2,9.6,12.2,10.4,36.4,2.8,2023
104,Oman,3.6,7.2,6.8,13.9,14.6,28.0,3.6,2023
105,South Africa,3.4,9.9,11.2,10.1,8.9,36.0,2.8,2023
106,Saudi Arabia,3.0,6.9,7.2,14.5,13.9,22.0,4.5,2023
107,United Arab Emirates,3.0,12.2,10.4,8.2,9.6,20.8,4.8,2023
1,Syria,101.9,2.9,3.6,34.2,27.8,1365.8,0.1,2024
2,Ethiopia,43.1,6.8,4.7,14.6,21.4,719.3,0.1,2024
3,Cameroon,42.9,8.8,10.6,11.3,9.4,790.7,0.1,2024
4,Sri Lanka,36.0,3.6,2.3,27.4,44.3,662.0,0.2,2024
5,Nepal,35.2,1.9,2.1,53.5,47.0,518.3,0.2,2024
6,Hong Kong (China),32.1,1.8,2.0,54.2,50.5,230.6,0.4,2024
7,China,29.6,1.7,1.7,59.2,60.5,228.9,0.4,2024
8,Lebanon,27.4,4.8,5.6,20.8,18.0,312.3,0.3,2024
9,Philippines,27.0,2.9,3.2,34.1,31.7,257.0,0.4,2024
10,Thailand,26.5,3.1,3.2,32.6,31.7,216.1,0.5,2024
11,Vietnam,23.7,3.1,3.7,32.2,27.1,281.5,0.4,2024
12,Iran,22.4,5.5,6.0,18.3,16.7,497.4,0.2,2024
13,Argentina,21.1,3.0,2.7,33.9,36.7,1155.4,0.1,2024
14,South Korea,19.9,1.2,1.1,83.3,87.1,150.2,0.7,2024
15,Taiwan,19.5,1.3,1.6,74.5,60.7,115.7,0.9,2024
16,Indonesia,18.9,4.6,5.2,21.5,19.2,208.4,0.5,2024
17,Peru,18.9,5.4,4.7,18.6,21.2,222.8,0.4,2024
18,Colombia,18.7,4.8,4.7,20.9,21.4,272.3,0.4,2024
19,Chile,17.5,4.3,3.6,23.5,28.1,141.9,0.7,2024
20,Algeria,17.2,3.1,3.3,32.7,30.4,153.6,0.7,2024
21,Armenia,17.0,6.3,8.6,15.9,11.6,250.6,0.4,2024
22,Serbia,16.8,4.1,4.2,24.5,23.8,155.4,0.6,2024
23,Brazil,16.5,4.5,4.4,22.3,22.7,201.5,0.5,2024
24,Egypt,16.2,6.4,8.3,15.6,12.1,229.4,0.4,2024
25,Russia,16.1,4.2,4.3,24.0,23.3,203.8,0.5,2024
26,Morocco,15.9,4.8,4.7,21.0,21.3,125.4,0.8,2024
27,Mongolia,15.7,7.2,7.8,13.9,12.9,140.8,0.7,2024
28,Dominican Republic,15.5,7.4,5.6,13.5,17.8,214.4,0.5,2024
29,Venezuela,15.2,8.2,6.4,12.3,15.6,410.9,0.2,2024
30,Ukraine,15.0,5.2,5.3,19.4,18.8,258.2,0.4,2024
31,Singapore,14.9,3.3,3.6,30.4,27.6,102.6,1.0,2024
32,North Macedonia,14.8,3.4,3.4,29.3,29.7,117.9,0.8,2024
33,Kosovo (Disputed Territory),14.6,4.3,5.2,23.3,19.1,116.8,0.9,2024
34,Slovakia,14.5,3.3,3.4,30.3,29.2,106.2,0.9,2024
35,Azerbaijan,14.4,5.3,5.6,19.0,17.8,158.6,0.6,2024
36,Israel,14.2,3.2,3.2,30.9,31.7,103.9,1.0,2024
37,Albania,14.1,4.8,5.5,20.9,18.3,114.5,0.9,2024
38,Kyrgyzstan,14.0,9.6,9.3,10.4,10.7,256.7,0.4,2024
39,Hungary,13.8,3.3,3.5,30.6,28.6,150.8,0.7,2024
40,Belarus,13.7,4.7,4.8,21.3,20.7,255.9,0.4,2024
41,Greece,13.6,3.9,3.9,25.5,25.9,102.8,1.0,2024
42,Tunisia,13.4,4.8,4.7,21.0,21.3,169.9,0.6,2024
43,Croatia,13.4,3.3,3.6,29.9,28.1,98.6,1.0,2024
44,India,13.3,2.7,3.2,36.9,31.7,141.8,0.7,2024
45,Georgia,13.0,8.5,10.1,11.7,9.9,170.1,0.6,2024
46,Czech Republic,12.9,4.1,4.0,24.5,24.9,109.1,0.9,2024
47,Bolivia,12.8,5.7,5.4,17.5,18.6,121.4,0.8,2024
48,Bangladesh,12.7,3.1,3.1,32.6,32.3,140.7,0.7,2024
49,Portugal,12.6,6.4,7.2,15.6,13.8,95.3,1.0,2024
50,Uzbekistan,12.6,9.2,11.1,10.9,9.0,279.1,0.4,2024
51,Bosnia And Herzegovina,12.5,2.6,2.8,38.3,35.8,88.2,1.1,2024
52,Pakistan,12.5,4.5,4.9,22.2,20.5,233.5,0.4,2024
53,Turkey,12.5,6.1,6.9,16.3,14.6,385.6,0.3,2024
54,Montenegro,12.3,6.3,6.1,15.8,16.4,105.7,0.9,2024
55,France,12.3,2.6,2.9,38.8,34.9,85.7,1.2,2024
56,Poland,12.2,4.3,4.6,23.5,21.7,113.2,0.9,2024
57,Kenya,12.1,7.1,4.8,14.1,20.7,169.3,0.6,2024
58,Moldova,11.5,5.8,6.3,17.1,15.9,156.6,0.6,2024
59,Malta,11.4,5.3,5.4,18.8,18.6,88.5,1.1,2024
60,Ecuador,11.3,6.1,5.3,16.5,19.0,132.8,0.8,2024
61,Slovenia,11.2,3.7,3.8,27.1,26.4,75.4,1.3,2024
62,Panama,11.1,8.7,8.9,11.4,11.2,97.2,1.0,2024
63,Lithuania,11.1,3.8,4.2,26.4,23.6,80.0,1.3,2024
64,Switzerland,11.1,2.7,2.8,37.7,35.1,70.3,1.4,2024
65,Romania,11.0,4.5,4.6,22.4,22.0,103.0,1.0,2024
66,Canada,11.0,3.9,4.9,25.7,20.2,102.7,1.0,2024
67,Australia,11.0,3.7,3.7,26.7,26.8,98.2,1.0,2024
68,Austria,11.0,3.1,3.3,32.7,30.5,75.2,1.3,2024
69,Italy,10.7,4.2,4.7,24.0,21.2,83.8,1.2,2024
70,Mexico,10.7,7.7,7.5,13.0,13.2,135.6,0.7,2024
71,New Zealand,10.5,3.4,3.5,29.1,29.0,97.1,1.0,2024
72,Kazakhstan,10.4,8.4,8.4,11.9,11.9,176.8,0.6,2024
73,Uruguay,10.3,4.7,5.3,21.1,19.0,105.3,1.0,2024
74,Estonia,10.2,3.5,3.8,28.6,26.6,74.6,1.3,2024
75,Japan,10.0,2.4,2.5,41.0,39.5,59.9,1.7,2024
76,United Kingdom,9.9,4.3,4.6,23.2,21.7,84.3,1.2,2024
77,Germany,9.8,3.4,3.1,29.2,31.9,71.6,1.4,2024
78,Latvia,9.4,4.0,4.5,25.0,22.3,67.3,1.5,2024
79,Costa Rica,9.4,7.0,8.0,14.2,12.5,105.6,0.9,2024
80,Luxembourg,9.1,3.2,3.6,31.1,28.1,56.7,1.8,2024
81,Bulgaria,8.9,4.6,5.2,21.6,19.4,69.5,1.4,2024
82,Malaysia,8.5,4.1,4.9,24.5,20.2,62.1,1.6,2024
83,Honduras,8.5,8.5,6.9,11.7,14.4,111.9,0.9,2024
84,Finland,8.3,3.1,3.8,32.5,26.3,55.9,1.8,2024
85,Sweden,8.1,3.7,4.5,26.7,22.3,63.0,1.6,2024
86,Cyprus,8.1,6.9,7.2,14.5,14.0,56.7,1.8,2024
87,Iraq,8.0,6.4,8.3,15.6,12.1,91.5,1.1,2024
88,Norway,7.8,3.9,4.2,25.3,23.9,56.3,1.8,2024
89,Kuwait,7.7,3.5,4.8,28.3,21.0,61.3,1.6,2024
90,Jordan,7.5,5.7,6.5,17.5,15.3,73.9,1.4,2024
91,Ireland,7.5,7.4,8.4,13.6,12.0,56.0,1.8,2024
92,Spain,7.4,6.0,7.3,16.7,13.8,51.7,1.9,2024
93,Netherlands,7.4,5.0,5.6,19.9,17.8,55.0,1.8,2024
94,Denmark,6.8,4.3,4.5,23.1,22.1,48.3,2.1,2024
95,Belgium,6.8,4.7,4.8,21.4,20.7,46.5,2.2,2024
96,Qatar,6.7,5.9,5.1,17.0,19.5,51.9,1.9,2024
97,Palestine,6.3,7.5,7.6,13.3,13.1,61.8,1.6,2024
98,Iceland,5.6,5.9,6.5,17.1,15.4,53.7,1.9,2024
99,United Arab Emirates,4.2,12.3,11.3,8.1,8.9,31.4,3.2,2024
100,United States,4.1,8.1,9.6,12.3,10.4,36.8,2.7,2024
101,Puerto Rico,3.8,11.8,9.7,8.5,10.3,29.3,3.4,2024
102,South Africa,3.3,10.3,10.0,9.7,10.0,41.5,2.4,2024
103,Saudi Arabia,3.2,6.7,7.0,14.9,14.3,24.2,4.1,2024
104,Oman,3.1,7.2,7.9,13.8,12.6,23.9,4.2,2024
1,Cuba,48.9,24.4,28.3,4.1,3.5,526.7,0.2,2025
2,Cameroon,46.7,9.1,10.5,11.0,9.6,909.8,0.1,2025
3,Nepal,36.9,1.6,1.6,64.0,61.9,490.9,0.2,2025
4,Hong Kong (China),28.5,2.0,2.2,49.3,44.5,207.4,0.5,2025
5,Vietnam,27.3,2.9,3.6,34.7,28.0,302.6,0.3,2025
6,China,25.2,1.6,2.0,61.5,50.1,184.3,0.5,2025
